rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
64,Air Force,1.5,8-6,8,6,32.1,29.8,0.044,0.046,0.447,0.362,0.2,2.3,13
65,Cincinnati,1.3,7-6,7,6,35.1,33.2,0.074,0.058,0.487,0.458,0.4,1.9,12
66,Vanderbilt,1.0,4-8,4,8,19.2,15.8,-0.121,-0.176,0.367,0.376,-2.6,3.4,11
67,South Carolina,0.2,3-9,3,9,33.1,33.1,0.067,0.054,0.43,0.465,0.5,-0.0,11
68,East Carolina,0.1,5-7,5,7,28.1,28.5,-0.011,0.002,0.432,0.419,1.0,-0.4,11
69,Arizona,-0.2,7-6,7,6,34.5,35.0,0.083,0.09,0.445,0.452,0.2,-0.6,12
70,Virginia,-0.3,4-8,4,8,29.0,29.5,0.005,0.013,0.427,0.429,-0.0,-0.5,11
71,Kentucky,-0.4,5-7,5,7,30.1,28.0,0.031,-0.013,0.405,0.436,-4.0,2.1,11
72,Middle Tennessee,-0.4,7-6,7,6,30.1,28.1,0.022,-0.02,0.428,0.455,-4.0,2.0,12
73,Northern Illinois,-0.4,8-6,8,6,24.0,25.2,-0.055,-0.06,0.385,0.446,0.8,-1.2,13
74,Central Michigan,-0.5,7-6,7,6,26.1,26.7,-0.028,-0.023,0.4,0.413,-0.3,-0.6,11
75,Missouri,-0.6,5-7,5,7,17.0,17.9,-0.143,-0.147,0.339,0.384,-0.3,-0.9,11
76,Utah State,-0.8,6-7,6,7,28.0,29.2,-0.011,0.018,0.43,0.407,-0.2,-1.2,12
77,Illinois,-1.0,5-7,5,7,23.9,24.2,-0.058,-0.061,0.391,0.413,-2.0,-0.3,11
78,Iowa State,-1.2,3-9,3,9,30.5,30.7,0.022,0.015,0.442,0.468,-2.7,-0.2,11
79,Marshall,-1.3,10-3,10,3,22.4,25.0,-0.079,-0.06,0.385,0.435,0.5,-2.5,12
80,Maryland,-2.2,3-9,3,9,23.9,24.9,-0.06,-0.046,0.394,0.399,-4.2,-0.9,11
81,Colorado,-2.3,4-9,4,9,26.8,27.4,-0.025,-0.018,0.417,0.426,-5.0,-0.6,11
82,Duke,-2.5,8-5,8,5,26.5,32.0,-0.039,0.055,0.44,0.424,2.1,-5.6,12
83,Kansas State,-3.1,6-7,6,7,26.9,32.6,-0.021,0.049,0.413,0.46,0.9,-5.7,12
84,Ohio,-3.6,8-5,8,5,24.5,29.0,-0.05,0.009,0.392,0.419,-2.3,-4.5,12
85,Syracuse,-3.9,4-8,4,8,28.3,33.3,-0.009,0.05,0.436,0.479,-2.3,-4.9,11
86,Arkansas State,-4.4,9-4,9,4,24.7,31.2,-0.055,0.047,0.41,0.412,-1.2,-6.5,12
87,UConn,-4.4,6-7,6,7,20.1,25.6,-0.117,-0.043,0.389,0.419,-2.7,-5.6,12
88,San José State,-4.5,6-7,6,7,29.1,32.5,0.007,0.049,0.427,0.455,-6.3,-3.4,12
89,Akron,-5.3,8-5,8,5,20.5,27.4,-0.1,-0.02,0.364,0.431,-2.8,-6.9,12
90,Tulsa,-5.3,6-7,6,7,32.5,37.8,0.061,0.114,0.424,0.497,-5.3,-5.3,13
91,Rutgers,-6.0,4-8,4,8,29.9,35.5,0.015,0.099,0.436,0.447,-6.6,-5.6,11
92,Wake Forest,-6.8,3-9,3,9,18.3,26.7,-0.131,-0.013,0.356,0.39,-4.4,-8.4,11
93,Buffalo,-7.1,5-7,5,7,25.0,31.2,-0.046,0.022,0.4,0.471,-8.5,-6.2,10
94,Georgia State,-7.8,6-7,6,7,21.7,29.4,-0.086,-0.001,0.374,0.459,-7.9,-7.7,12
95,Purdue,-8.0,2-10,2,10,25.4,32.5,-0.044,0.054,0.411,0.444,-9.3,-7.1,11
96,Colorado State,-8.6,7-6,7,6,27.4,36.5,-0.033,0.109,0.458,0.462,-7.7,-9.1,12
97,Nevada,-8.8,7-6,7,6,25.1,34.1,-0.045,0.07,0.402,0.466,-8.5,-9.0,12
98,Oregon State,-9.1,2-10,2,10,25.7,34.2,-0.029,0.06,0.388,0.493,-10.0,-8.5,11
99,New Mexico,-10.4,7-6,7,6,23.3,34.0,-0.055,0.079,0.359,0.437,-9.9,-10.7,12
100,Troy,-10.9,4-8,4,8,21.9,34.3,-0.094,0.068,0.401,0.475,-8.8,-12.3,11
101,Massachusetts,-12.3,3-9,3,9,21.1,33.4,-0.092,0.05,0.368,0.483,-12.4,-12.2,12
102,Army,-12.4,2-10,2,10,21.0,34.5,-0.103,0.082,0.387,0.45,-10.6,-13.5,10
103,SMU,-12.7,2-10,2,10,25.3,38.7,-0.038,0.135,0.392,0.479,-11.7,-13.4,11
104,Florida Atlantic,-13.4,3-9,3,9,17.0,30.5,-0.157,0.018,0.37,0.456,-13.1,-13.6,12
105,Miami (OH),-15.4,3-9,3,9,14.8,30.0,-0.165,0.02,0.31,0.432,-15.6,-15.2,11
106,UNLV,-16.1,3-9,3,9,23.1,40.7,-0.073,0.163,0.396,0.486,-13.9,-17.5,11
107,Florida International,-16.3,5-7,5,7,21.5,40.9,-0.088,0.144,0.371,0.536,-11.7,-19.4,10
108,Ball State,-16.7,3-9,3,9,21.2,40.9,-0.094,0.16,0.376,0.5,-12.3,-19.7,11
109,Louisiana,-16.8,4-8,4,8,20.7,37.8,-0.105,0.137,0.382,0.442,-16.2,-17.1,11
110,South Alabama,-16.8,5-7,5,7,18.3,37.0,-0.134,0.114,0.364,0.467,-13.9,-18.7,11
111,UTSA,-17.1,3-9,3,9,17.1,34.7,-0.154,0.07,0.366,0.485,-16.5,-17.6,12
112,Wyoming,-17.1,2-10,2,10,23.4,40.3,-0.073,0.16,0.407,0.479,-17.5,-16.9,11
113,Idaho,-17.3,4-8,4,8,25.6,44.0,-0.056,0.2,0.446,0.518,-15.7,-18.3,10
114,Kent State,-18.1,3-9,3,9,8.7,28.7,-0.24,0.008,0.262,0.415,-15.1,-20.1,9
115,Old Dominion,-18.3,5-7,5,7,20.3,37.7,-0.09,0.116,0.332,0.487,-19.5,-17.5,11
116,Tulane,-18.8,3-9,3,9,15.2,35.3,-0.168,0.092,0.332,0.454,-17.0,-20.1,11
117,Rice,-19.3,5-7,5,7,24.2,46.2,-0.047,0.251,0.376,0.48,-15.1,-22.0,10
118,Kansas,-19.7,0-12,0,12,15.0,36.5,-0.169,0.09,0.328,0.502,-17.1,-21.4,11
119,Hawai'i,-20.3,3-10,3,10,16.6,37.6,-0.16,0.114,0.363,0.488,-19.4,-21.0,11
120,UL Monroe,-20.5,2-11,2,11,13.2,33.6,-0.191,0.075,0.311,0.434,-20.6,-20.4,12
121,New Mexico State,-20.5,3-9,3,9,21.6,43.7,-0.075,0.206,0.344,0.493,-18.2,-22.1,12
122,Eastern Michigan,-21.0,1-11,1,11,25.8,47.3,-0.033,0.244,0.4,0.535,-20.3,-21.5,12
123,Fresno State,-21.2,3-9,3,9,13.4,38.2,-0.197,0.138,0.334,0.456,-15.7,-24.8,11
124,UTEP,-21.3,5-7,5,7,12.0,35.1,-0.22,0.097,0.338,0.437,-18.5,-23.1,10
125,UCF,-22.6,0-12,0,12,13.7,38.6,-0.195,0.141,0.34,0.46,-19.3,-24.8,11
126,North Texas,-22.7,1-11,1,11,14.4,38.4,-0.205,0.118,0.387,0.507,-20.7,-24.0,11
127,Texas State,-23.3,3-9,3,9,19.7,46.3,-0.121,0.237,0.385,0.518,-18.2,-26.6,10
128,Charlotte,-23.8,2-10,2,10,11.1,34.7,-0.227,0.08,0.321,0.463,-24.1,-23.6,11
