rank,team,power_rating,record,wins,losses,off_rating,def_rating,adj_off_ppa,adj_def_ppa,adj_off_sr,adj_def_sr,srs,epa_rating,games
46,North Carolina,5.0,Preseason,0,0,32.6,27.7,,,,,3.4,4.7,0
47,Memphis,4.9,Preseason,0,0,33.4,28.6,,,,,7.6,4.7,0
48,Kansas State,4.6,Preseason,0,0,32.6,28.0,,,,,5.5,4.4,0
49,Arizona,4.5,Preseason,0,0,37.5,33.1,,,,,-0.3,4.3,0
50,Duke,4.4,Preseason,0,0,28.0,23.6,,,,,3.6,4.2,0
51,Texas Tech,4.2,Preseason,0,0,33.5,29.4,,,,,2.2,4.0,0
52,San Diego State,3.7,Preseason,0,0,26.7,23.2,,,,,4.3,3.5,0
53,California,3.6,Preseason,0,0,33.8,30.2,,,,,2.2,3.5,0
54,South Florida,3.0,Preseason,0,0,30.0,27.1,,,,,8.0,2.8,0
55,Houston,2.5,Preseason,0,0,26.1,23.8,,,,,4.9,2.3,0
56,Louisiana Tech,1.9,Preseason,0,0,33.1,31.3,,,,,-1.4,1.8,0
57,Indiana,1.9,Preseason,0,0,29.0,27.2,,,,,2.1,1.8,0
58,Temple,1.6,Preseason,0,0,25.8,24.3,,,,,3.3,1.5,0
59,Kentucky,1.0,Preseason,0,0,29.5,28.6,,,,,0.0,0.9,0
60,Tennessee,0.7,Preseason,0,0,29.2,28.6,,,,,2.1,0.6,0
61,Toledo,0.6,Preseason,0,0,33.1,32.6,,,,,5.0,0.5,0
62,App State,0.5,Preseason,0,0,25.5,25.1,,,,,3.9,0.4,0
63,Vanderbilt,0.4,Preseason,0,0,26.7,26.4,,,,,-2.2,0.3,0
64,Arizona State,0.2,Preseason,0,0,31.5,31.4,,,,,0.7,0.1,0
65,Navy,0.1,Preseason,0,0,35.3,35.3,,,,,5.4,0.0,0
66,BYU,0.1,Preseason,0,0,25.6,25.7,,,,,-2.2,-0.0,0
67,Minnesota,-0.1,Preseason,0,0,26.6,26.7,,,,,3.4,-0.2,0
68,Ohio,-1.1,Preseason,0,0,27.7,28.9,,,,,0.3,-1.2,0
69,Purdue,-1.3,Preseason,0,0,27.7,29.1,,,,,-0.1,-1.3,0
70,Nebraska,-1.4,Preseason,0,0,29.9,31.3,,,,,1.9,-1.4,0
71,Middle Tennessee,-2.1,Preseason,0,0,29.3,31.5,,,,,-7.2,-2.1,0
72,Syracuse,-2.4,Preseason,0,0,28.6,31.1,,,,,-2.1,-2.4,0
73,Colorado,-2.7,Preseason,0,0,25.1,27.9,,,,,0.7,-2.7,0
74,Western Kentucky,-3.6,Preseason,0,0,29.9,33.6,,,,,-3.3,-3.6,0
75,Tulsa,-3.6,Preseason,0,0,31.2,34.9,,,,,-3.0,-3.6,0
76,Virginia,-3.9,Preseason,0,0,21.8,25.8,,,,,-2.4,-3.9,0
77,Arkansas State,-4.2,Preseason,0,0,22.0,26.4,,,,,-1.2,-4.2,0
78,Western Michigan,-4.3,Preseason,0,0,30.6,35.0,,,,,2.1,-4.3,0
79,Florida Atlantic,-4.5,Preseason,0,0,28.3,32.9,,,,,-3.0,-4.5,0
80,SMU,-4.9,Preseason,0,0,28.1,33.1,,,,,-4.5,-4.8,0
81,Georgia Southern,-5.5,Preseason,0,0,24.9,30.4,,,,,-9.4,-5.4,0
82,Wyoming,-5.5,Preseason,0,0,21.6,27.2,,,,,-3.9,-5.5,0
83,Massachusetts,-5.6,Preseason,0,0,28.5,34.1,,,,,-11.7,-5.6,0
84,UAB,-5.7,Preseason,0,0,26.8,32.6,,,,,-11.2,-5.7,0
85,Maryland,-5.9,Preseason,0,0,26.1,32.0,,,,,-2.0,-5.8,0
86,Northern Illinois,-5.9,Preseason,0,0,21.9,27.9,,,,,-0.9,-5.9,0
87,Fresno State,-6.0,Preseason,0,0,22.8,28.9,,,,,-5.7,-5.9,0
88,Utah State,-6.0,Preseason,0,0,20.9,27.0,,,,,-4.5,-6.0,0
89,Oregon State,-6.3,Preseason,0,0,25.9,32.3,,,,,-10.0,-6.2,0
90,Miami (OH),-6.4,Preseason,0,0,22.3,28.8,,,,,-7.7,-6.3,0
91,Army,-6.4,Preseason,0,0,28.0,34.6,,,,,-2.5,-6.4,0
92,Air Force,-7.1,Preseason,0,0,28.6,35.7,,,,,-3.3,-7.0,0
93,Southern Miss,-7.2,Preseason,0,0,25.0,32.3,,,,,-6.5,-7.1,0
94,Illinois,-7.5,Preseason,0,0,21.6,29.1,,,,,-9.6,-7.4,0
95,Troy,-7.5,Preseason,0,0,21.4,29.0,,,,,0.8,-7.4,0
96,Marshall,-7.6,Preseason,0,0,19.7,27.3,,,,,-6.3,-7.5,0
97,Kansas,-8.1,Preseason,0,0,19.4,27.6,,,,,-15.2,-8.0,0
98,Rutgers,-8.4,Preseason,0,0,19.8,28.3,,,,,-7.3,-8.2,0
99,Colorado State,-8.8,Preseason,0,0,30.8,39.7,,,,,-1.9,-8.7,0
100,Cincinnati,-9.3,Preseason,0,0,25.0,34.4,,,,,-9.9,-9.2,0
101,Nevada,-9.6,Preseason,0,0,25.7,35.3,,,,,-9.7,-9.4,0
102,North Texas,-10.8,Preseason,0,0,24.6,35.5,,,,,-11.5,-10.6,0
103,Tulane,-10.9,Preseason,0,0,23.5,34.5,,,,,-6.7,-10.7,0
104,Central Michigan,-10.9,Preseason,0,0,19.5,30.5,,,,,-5.1,-10.7,0
105,Buffalo,-11.3,Preseason,0,0,24.2,35.7,,,,,-8.9,-11.1,0
106,Bowling Green,-12.0,Preseason,0,0,25.8,37.9,,,,,-9.0,-11.8,0
107,Eastern Michigan,-12.3,Preseason,0,0,19.8,32.2,,,,,-7.2,-12.1,0
108,New Mexico State,-12.6,Preseason,0,0,20.3,33.0,,,,,-12.4,-12.4,0
109,Georgia State,-13.0,Preseason,0,0,20.9,34.0,,,,,-10.1,-12.7,0
110,UTSA,-13.0,Preseason,0,0,15.8,28.9,,,,,-8.3,-12.8,0
111,New Mexico,-13.1,Preseason,0,0,24.3,37.5,,,,,-9.8,-12.9,0
112,Idaho,-14.4,Preseason,0,0,20.0,34.5,,,,,-9.6,-14.1,0
113,UConn,-14.5,Preseason,0,0,21.8,36.4,,,,,-12.1,-14.2,0
114,Old Dominion,-14.5,Preseason,0,0,19.9,34.5,,,,,-13.4,-14.3,0
115,UNLV,-14.6,Preseason,0,0,25.6,40.4,,,,,-10.5,-14.4,0
116,Coastal Carolina,-15.2,Preseason,0,0,23.7,39.0,,,,,-14.9,-14.9,0
117,Louisiana,-15.5,Preseason,0,0,24.2,39.7,,,,,-13.7,-15.2,0
118,South Alabama,-15.9,Preseason,0,0,18.2,34.2,,,,,-11.9,-15.6,0
119,Kent State,-16.0,Preseason,0,0,16.6,32.7,,,,,-15.6,-15.7,0
120,Akron,-16.3,Preseason,0,0,14.8,31.1,,,,,-7.2,-15.9,0
121,Hawai'i,-16.7,Preseason,0,0,22.6,39.4,,,,,-15.5,-16.3,0
122,East Carolina,-17.0,Preseason,0,0,26.3,43.4,,,,,-10.2,-16.7,0
123,UL Monroe,-17.7,Preseason,0,0,25.6,43.4,,,,,-13.4,-17.4,0
124,Ball State,-20.1,Preseason,0,0,19.8,40.0,,,,,-17.9,-19.7,0
125,Florida International,-20.4,Preseason,0,0,21.4,41.9,,,,,-11.8,-20.0,0
126,Rice,-20.9,Preseason,0,0,21.4,42.4,,,,,-19.4,-20.4,0
127,San José State,-21.5,Preseason,0,0,19.3,40.9,,,,,-18.0,-21.1,0
128,Charlotte,-22.6,Preseason,0,0,12.2,34.9,,,,,-21.0,-22.1,0
129,Texas State,-25.7,Preseason,0,0,14.7,40.4,,,,,-21.7,-25.1,0
130,UTEP,-27.2,Preseason,0,0,9.9,37.2,,,,,-22.7,-26.6,0
